metric_id,metric_name,policy_event,geography,value_num,value_unit,sample_note,source_doc
TM-SYN-0160,Synthetic trade metric 0160 (percent),China WTO accession,China,9.09,percent,Synthetic sample note 0160 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0161,Synthetic trade metric 0161 (elasticity),Regional trade agreement wave,India,7.09,elasticity,Synthetic sample note 0161 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0162,Synthetic trade metric 0162 (probability),Export rebate reform,Vietnam,0.1,probability,Synthetic sample note 0162 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0163,Synthetic trade metric 0163 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0163 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0164,Synthetic trade metric 0164 (index),Customs facilitation program,Brazil,28.42,index,Synthetic sample note 0164 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0165,Synthetic trade metric 0165 (percent),China WTO accession,Germany,23.18,percent,Synthetic sample note 0165 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0166,Synthetic trade metric 0166 (elasticity),Regional trade agreement wave,USA,6.74,elasticity,Synthetic sample note 0166 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0167,Synthetic trade metric 0167 (probability),Export rebate reform,Japan,0.162,probability,Synthetic sample note 0167 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0168,Synthetic trade metric 0168 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0168 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0169,Synthetic trade metric 0169 (index),Customs facilitation program,India,28.74,index,Synthetic sample note 0169 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0170,Synthetic trade metric 0170 (percent),China WTO accession,Vietnam,22.17,percent,Synthetic sample note 0170 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0171,Synthetic trade metric 0171 (elasticity),Regional trade agreement wave,Mexico,4.35,elasticity,Synthetic sample note 0171 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0172,Synthetic trade metric 0172 (probability),Export rebate reform,Brazil,0.168,probability,Synthetic sample note 0172 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0173,Synthetic trade metric 0173 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0173 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0174,Synthetic trade metric 0174 (index),Customs facilitation program,USA,2.23,index,Synthetic sample note 0174 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0175,Synthetic trade metric 0175 (percent),China WTO accession,Japan,2.29,percent,Synthetic sample note 0175 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0176,Synthetic trade metric 0176 (elasticity),Regional trade agreement wave,China,4.52,elasticity,Synthetic sample note 0176 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0177,Synthetic trade metric 0177 (probability),Export rebate reform,India,0.037,probability,Synthetic sample note 0177 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0178,Synthetic trade metric 0178 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0178 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0179,Synthetic trade metric 0179 (index),Customs facilitation program,Mexico,18.6,index,Synthetic sample note 0179 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0180,Synthetic trade metric 0180 (percent),China WTO accession,Brazil,36.25,percent,Synthetic sample note 0180 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0181,Synthetic trade metric 0181 (elasticity),Regional trade agreement wave,Germany,1.36,elasticity,Synthetic sample note 0181 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0182,Synthetic trade metric 0182 (probability),Export rebate reform,USA,0.021,probability,Synthetic sample note 0182 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0183,Synthetic trade metric 0183 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0183 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0184,Synthetic trade metric 0184 (index),Customs facilitation program,China,32.24,index,Synthetic sample note 0184 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0185,Synthetic trade metric 0185 (percent),China WTO accession,India,6.65,percent,Synthetic sample note 0185 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0186,Synthetic trade metric 0186 (elasticity),Regional trade agreement wave,Vietnam,5.68,elasticity,Synthetic sample note 0186 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0187,Synthetic trade metric 0187 (probability),Export rebate reform,Mexico,0.045,probability,Synthetic sample note 0187 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0188,Synthetic trade metric 0188 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0188 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0189,Synthetic trade metric 0189 (index),Customs facilitation program,Germany,21.62,index,Synthetic sample note 0189 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0190,Synthetic trade metric 0190 (percent),China WTO accession,USA,33.93,percent,Synthetic sample note 0190 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0191,Synthetic trade metric 0191 (elasticity),Regional trade agreement wave,Japan,2.45,elasticity,Synthetic sample note 0191 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0192,Synthetic trade metric 0192 (probability),Export rebate reform,China,0.039,probability,Synthetic sample note 0192 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0193,Synthetic trade metric 0193 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0193 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0194,Synthetic trade metric 0194 (index),Customs facilitation program,Vietnam,1.53,index,Synthetic sample note 0194 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0195,Synthetic trade metric 0195 (percent),China WTO accession,Mexico,29.77,percent,Synthetic sample note 0195 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0196,Synthetic trade metric 0196 (elasticity),Regional trade agreement wave,Brazil,2.78,elasticity,Synthetic sample note 0196 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0197,Synthetic trade metric 0197 (probability),Export rebate reform,Germany,0.085,probability,Synthetic sample note 0197 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0198,Synthetic trade metric 0198 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0198 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0199,Synthetic trade metric 0199 (index),Customs facilitation program,Japan,25.6,index,Synthetic sample note 0199 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0200,Synthetic trade metric 0200 (percent),China WTO accession,China,6.12,percent,Synthetic sample note 0200 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0201,Synthetic trade metric 0201 (elasticity),Regional trade agreement wave,India,7.18,elasticity,Synthetic sample note 0201 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0202,Synthetic trade metric 0202 (probability),Export rebate reform,Vietnam,0.237,probability,Synthetic sample note 0202 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0203,Synthetic trade metric 0203 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0203 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0204,Synthetic trade metric 0204 (index),Customs facilitation program,Brazil,25.5,index,Synthetic sample note 0204 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0205,Synthetic trade metric 0205 (percent),China WTO accession,Germany,24.44,percent,Synthetic sample note 0205 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0206,Synthetic trade metric 0206 (elasticity),Regional trade agreement wave,USA,7.75,elasticity,Synthetic sample note 0206 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0207,Synthetic trade metric 0207 (probability),Export rebate reform,Japan,0.155,probability,Synthetic sample note 0207 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0208,Synthetic trade metric 0208 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0208 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0209,Synthetic trade metric 0209 (index),Customs facilitation program,India,28.54,index,Synthetic sample note 0209 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0210,Synthetic trade metric 0210 (percent),China WTO accession,Vietnam,14.31,percent,Synthetic sample note 0210 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0211,Synthetic trade metric 0211 (elasticity),Regional trade agreement wave,Mexico,1.14,elasticity,Synthetic sample note 0211 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0212,Synthetic trade metric 0212 (probability),Export rebate reform,Brazil,0.035,probability,Synthetic sample note 0212 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0213,Synthetic trade metric 0213 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0213 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0214,Synthetic trade metric 0214 (index),Customs facilitation program,USA,15.12,index,Synthetic sample note 0214 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0215,Synthetic trade metric 0215 (percent),China WTO accession,Japan,31.23,percent,Synthetic sample note 0215 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0216,Synthetic trade metric 0216 (elasticity),Regional trade agreement wave,China,2.24,elasticity,Synthetic sample note 0216 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0217,Synthetic trade metric 0217 (probability),Export rebate reform,India,0.233,probability,Synthetic sample note 0217 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0218,Synthetic trade metric 0218 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0218 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0219,Synthetic trade metric 0219 (index),Customs facilitation program,Mexico,3.65,index,Synthetic sample note 0219 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0220,Synthetic trade metric 0220 (percent),China WTO accession,Brazil,31.73,percent,Synthetic sample note 0220 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0221,Synthetic trade metric 0221 (elasticity),Regional trade agreement wave,Germany,6.26,elasticity,Synthetic sample note 0221 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0222,Synthetic trade metric 0222 (probability),Export rebate reform,USA,0.145,probability,Synthetic sample note 0222 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0223,Synthetic trade metric 0223 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0223 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0224,Synthetic trade metric 0224 (index),Customs facilitation program,China,11.05,index,Synthetic sample note 0224 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0225,Synthetic trade metric 0225 (percent),China WTO accession,India,37.27,percent,Synthetic sample note 0225 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0226,Synthetic trade metric 0226 (elasticity),Regional trade agreement wave,Vietnam,2.36,elasticity,Synthetic sample note 0226 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0227,Synthetic trade metric 0227 (probability),Export rebate reform,Mexico,0.057,probability,Synthetic sample note 0227 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0228,Synthetic trade metric 0228 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0228 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0229,Synthetic trade metric 0229 (index),Customs facilitation program,Germany,15.54,index,Synthetic sample note 0229 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0230,Synthetic trade metric 0230 (percent),China WTO accession,USA,37.12,percent,Synthetic sample note 0230 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0231,Synthetic trade metric 0231 (elasticity),Regional trade agreement wave,Japan,1.29,elasticity,Synthetic sample note 0231 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0232,Synthetic trade metric 0232 (probability),Export rebate reform,China,0.106,probability,Synthetic sample note 0232 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0233,Synthetic trade metric 0233 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0233 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0234,Synthetic trade metric 0234 (index),Customs facilitation program,Vietnam,8.67,index,Synthetic sample note 0234 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0235,Synthetic trade metric 0235 (percent),China WTO accession,Mexico,8.39,percent,Synthetic sample note 0235 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0236,Synthetic trade metric 0236 (elasticity),Regional trade agreement wave,Brazil,1.9,elasticity,Synthetic sample note 0236 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0237,Synthetic trade metric 0237 (probability),Export rebate reform,Germany,0.104,probability,Synthetic sample note 0237 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0238,Synthetic trade metric 0238 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0238 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0239,Synthetic trade metric 0239 (index),Customs facilitation program,Japan,9.64,index,Synthetic sample note 0239 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0240,Synthetic trade metric 0240 (percent),China WTO accession,China,37.8,percent,Synthetic sample note 0240 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0241,Synthetic trade metric 0241 (elasticity),Regional trade agreement wave,India,4.91,elasticity,Synthetic sample note 0241 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0242,Synthetic trade metric 0242 (probability),Export rebate reform,Vietnam,0.102,probability,Synthetic sample note 0242 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0243,Synthetic trade metric 0243 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0243 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0244,Synthetic trade metric 0244 (index),Customs facilitation program,Brazil,4.58,index,Synthetic sample note 0244 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0245,Synthetic trade metric 0245 (percent),China WTO accession,Germany,33.97,percent,Synthetic sample note 0245 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0246,Synthetic trade metric 0246 (elasticity),Regional trade agreement wave,USA,2.95,elasticity,Synthetic sample note 0246 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0247,Synthetic trade metric 0247 (probability),Export rebate reform,Japan,0.167,probability,Synthetic sample note 0247 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0248,Synthetic trade metric 0248 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0248 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0249,Synthetic trade metric 0249 (index),Customs facilitation program,India,38.73,index,Synthetic sample note 0249 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0250,Synthetic trade metric 0250 (percent),China WTO accession,Vietnam,22.73,percent,Synthetic sample note 0250 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0251,Synthetic trade metric 0251 (elasticity),Regional trade agreement wave,Mexico,5.74,elasticity,Synthetic sample note 0251 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0252,Synthetic trade metric 0252 (probability),Export rebate reform,Brazil,0.182,probability,Synthetic sample note 0252 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0253,Synthetic trade metric 0253 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0253 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0254,Synthetic trade metric 0254 (index),Customs facilitation program,USA,2.18,index,Synthetic sample note 0254 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0255,Synthetic trade metric 0255 (percent),China WTO accession,Japan,5.12,percent,Synthetic sample note 0255 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0256,Synthetic trade metric 0256 (elasticity),Regional trade agreement wave,China,4.7,elasticity,Synthetic sample note 0256 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0257,Synthetic trade metric 0257 (probability),Export rebate reform,India,0.023,probability,Synthetic sample note 0257 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0258,Synthetic trade metric 0258 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0258 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0259,Synthetic trade metric 0259 (index),Customs facilitation program,Mexico,23.43,index,Synthetic sample note 0259 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0260,Synthetic trade metric 0260 (percent),China WTO accession,Brazil,10.26,percent,Synthetic sample note 0260 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0261,Synthetic trade metric 0261 (elasticity),Regional trade agreement wave,Germany,1.56,elasticity,Synthetic sample note 0261 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0262,Synthetic trade metric 0262 (probability),Export rebate reform,USA,0.082,probability,Synthetic sample note 0262 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0263,Synthetic trade metric 0263 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0263 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0264,Synthetic trade metric 0264 (index),Customs facilitation program,China,38.12,index,Synthetic sample note 0264 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0265,Synthetic trade metric 0265 (percent),China WTO accession,India,16.01,percent,Synthetic sample note 0265 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0266,Synthetic trade metric 0266 (elasticity),Regional trade agreement wave,Vietnam,6.21,elasticity,Synthetic sample note 0266 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0267,Synthetic trade metric 0267 (probability),Export rebate reform,Mexico,0.155,probability,Synthetic sample note 0267 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0268,Synthetic trade metric 0268 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0268 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0269,Synthetic trade metric 0269 (index),Customs facilitation program,Germany,39.95,index,Synthetic sample note 0269 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0270,Synthetic trade metric 0270 (percent),China WTO accession,USA,22.84,percent,Synthetic sample note 0270 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0271,Synthetic trade metric 0271 (elasticity),Regional trade agreement wave,Japan,1.3,elasticity,Synthetic sample note 0271 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0272,Synthetic trade metric 0272 (probability),Export rebate reform,China,0.094,probability,Synthetic sample note 0272 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0273,Synthetic trade metric 0273 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0273 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0274,Synthetic trade metric 0274 (index),Customs facilitation program,Vietnam,3.91,index,Synthetic sample note 0274 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0275,Synthetic trade metric 0275 (percent),China WTO accession,Mexico,34.42,percent,Synthetic sample note 0275 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0276,Synthetic trade metric 0276 (elasticity),Regional trade agreement wave,Brazil,6.72,elasticity,Synthetic sample note 0276 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0277,Synthetic trade metric 0277 (probability),Export rebate reform,Germany,0.019,probability,Synthetic sample note 0277 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0278,Synthetic trade metric 0278 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0278 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0279,Synthetic trade metric 0279 (index),Customs facilitation program,Japan,28.45,index,Synthetic sample note 0279 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0280,Synthetic trade metric 0280 (percent),China WTO accession,China,6.67,percent,Synthetic sample note 0280 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0281,Synthetic trade metric 0281 (elasticity),Regional trade agreement wave,India,5.45,elasticity,Synthetic sample note 0281 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0282,Synthetic trade metric 0282 (probability),Export rebate reform,Vietnam,0.222,probability,Synthetic sample note 0282 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0283,Synthetic trade metric 0283 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0283 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0284,Synthetic trade metric 0284 (index),Customs facilitation program,Brazil,5.33,index,Synthetic sample note 0284 for Customs facilitation program in Brazil,2603.23825v1.pdf
TM-SYN-0285,Synthetic trade metric 0285 (percent),China WTO accession,Germany,37.14,percent,Synthetic sample note 0285 for China WTO accession in Germany,2603.23825v1.pdf
TM-SYN-0286,Synthetic trade metric 0286 (elasticity),Regional trade agreement wave,USA,3.0,elasticity,Synthetic sample note 0286 for Regional trade agreement wave in USA,2603.23825v1.pdf
TM-SYN-0287,Synthetic trade metric 0287 (probability),Export rebate reform,Japan,0.187,probability,Synthetic sample note 0287 for Export rebate reform in Japan,2603.23825v1.pdf
TM-SYN-0288,Synthetic trade metric 0288 (flag),Tariff cut package,China,1.0,flag,Synthetic sample note 0288 for Tariff cut package in China,2603.23825v1.pdf
TM-SYN-0289,Synthetic trade metric 0289 (index),Customs facilitation program,India,9.76,index,Synthetic sample note 0289 for Customs facilitation program in India,2603.23825v1.pdf
TM-SYN-0290,Synthetic trade metric 0290 (percent),China WTO accession,Vietnam,20.82,percent,Synthetic sample note 0290 for China WTO accession in Vietnam,2603.23825v1.pdf
TM-SYN-0291,Synthetic trade metric 0291 (elasticity),Regional trade agreement wave,Mexico,5.72,elasticity,Synthetic sample note 0291 for Regional trade agreement wave in Mexico,2603.23825v1.pdf
TM-SYN-0292,Synthetic trade metric 0292 (probability),Export rebate reform,Brazil,0.17,probability,Synthetic sample note 0292 for Export rebate reform in Brazil,2603.23825v1.pdf
TM-SYN-0293,Synthetic trade metric 0293 (flag),Tariff cut package,Germany,0.0,flag,Synthetic sample note 0293 for Tariff cut package in Germany,2603.23825v1.pdf
TM-SYN-0294,Synthetic trade metric 0294 (index),Customs facilitation program,USA,30.6,index,Synthetic sample note 0294 for Customs facilitation program in USA,2603.23825v1.pdf
TM-SYN-0295,Synthetic trade metric 0295 (percent),China WTO accession,Japan,32.18,percent,Synthetic sample note 0295 for China WTO accession in Japan,2603.23825v1.pdf
TM-SYN-0296,Synthetic trade metric 0296 (elasticity),Regional trade agreement wave,China,3.71,elasticity,Synthetic sample note 0296 for Regional trade agreement wave in China,2603.23825v1.pdf
TM-SYN-0297,Synthetic trade metric 0297 (probability),Export rebate reform,India,0.202,probability,Synthetic sample note 0297 for Export rebate reform in India,2603.23825v1.pdf
TM-SYN-0298,Synthetic trade metric 0298 (flag),Tariff cut package,Vietnam,1.0,flag,Synthetic sample note 0298 for Tariff cut package in Vietnam,2603.23825v1.pdf
TM-SYN-0299,Synthetic trade metric 0299 (index),Customs facilitation program,Mexico,10.43,index,Synthetic sample note 0299 for Customs facilitation program in Mexico,2603.23825v1.pdf
TM-SYN-0300,Synthetic trade metric 0300 (percent),China WTO accession,Brazil,14.25,percent,Synthetic sample note 0300 for China WTO accession in Brazil,2603.23825v1.pdf
TM-SYN-0301,Synthetic trade metric 0301 (elasticity),Regional trade agreement wave,Germany,6.05,elasticity,Synthetic sample note 0301 for Regional trade agreement wave in Germany,2603.23825v1.pdf
TM-SYN-0302,Synthetic trade metric 0302 (probability),Export rebate reform,USA,0.154,probability,Synthetic sample note 0302 for Export rebate reform in USA,2603.23825v1.pdf
TM-SYN-0303,Synthetic trade metric 0303 (flag),Tariff cut package,Japan,0.0,flag,Synthetic sample note 0303 for Tariff cut package in Japan,2603.23825v1.pdf
TM-SYN-0304,Synthetic trade metric 0304 (index),Customs facilitation program,China,26.31,index,Synthetic sample note 0304 for Customs facilitation program in China,2603.23825v1.pdf
TM-SYN-0305,Synthetic trade metric 0305 (percent),China WTO accession,India,29.53,percent,Synthetic sample note 0305 for China WTO accession in India,2603.23825v1.pdf
TM-SYN-0306,Synthetic trade metric 0306 (elasticity),Regional trade agreement wave,Vietnam,2.14,elasticity,Synthetic sample note 0306 for Regional trade agreement wave in Vietnam,2603.23825v1.pdf
TM-SYN-0307,Synthetic trade metric 0307 (probability),Export rebate reform,Mexico,0.184,probability,Synthetic sample note 0307 for Export rebate reform in Mexico,2603.23825v1.pdf
TM-SYN-0308,Synthetic trade metric 0308 (flag),Tariff cut package,Brazil,1.0,flag,Synthetic sample note 0308 for Tariff cut package in Brazil,2603.23825v1.pdf
TM-SYN-0309,Synthetic trade metric 0309 (index),Customs facilitation program,Germany,8.32,index,Synthetic sample note 0309 for Customs facilitation program in Germany,2603.23825v1.pdf
TM-SYN-0310,Synthetic trade metric 0310 (percent),China WTO accession,USA,3.44,percent,Synthetic sample note 0310 for China WTO accession in USA,2603.23825v1.pdf
TM-SYN-0311,Synthetic trade metric 0311 (elasticity),Regional trade agreement wave,Japan,5.11,elasticity,Synthetic sample note 0311 for Regional trade agreement wave in Japan,2603.23825v1.pdf
TM-SYN-0312,Synthetic trade metric 0312 (probability),Export rebate reform,China,0.09,probability,Synthetic sample note 0312 for Export rebate reform in China,2603.23825v1.pdf
TM-SYN-0313,Synthetic trade metric 0313 (flag),Tariff cut package,India,0.0,flag,Synthetic sample note 0313 for Tariff cut package in India,2603.23825v1.pdf
TM-SYN-0314,Synthetic trade metric 0314 (index),Customs facilitation program,Vietnam,33.06,index,Synthetic sample note 0314 for Customs facilitation program in Vietnam,2603.23825v1.pdf
TM-SYN-0315,Synthetic trade metric 0315 (percent),China WTO accession,Mexico,5.61,percent,Synthetic sample note 0315 for China WTO accession in Mexico,2603.23825v1.pdf
TM-SYN-0316,Synthetic trade metric 0316 (elasticity),Regional trade agreement wave,Brazil,3.68,elasticity,Synthetic sample note 0316 for Regional trade agreement wave in Brazil,2603.23825v1.pdf
TM-SYN-0317,Synthetic trade metric 0317 (probability),Export rebate reform,Germany,0.063,probability,Synthetic sample note 0317 for Export rebate reform in Germany,2603.23825v1.pdf
TM-SYN-0318,Synthetic trade metric 0318 (flag),Tariff cut package,USA,1.0,flag,Synthetic sample note 0318 for Tariff cut package in USA,2603.23825v1.pdf
TM-SYN-0319,Synthetic trade metric 0319 (index),Customs facilitation program,Japan,9.36,index,Synthetic sample note 0319 for Customs facilitation program in Japan,2603.23825v1.pdf
TM-SYN-0320,Synthetic trade metric 0320 (percent),China WTO accession,China,15.43,percent,Synthetic sample note 0320 for China WTO accession in China,2603.23825v1.pdf
TM-SYN-0321,Synthetic trade metric 0321 (elasticity),Regional trade agreement wave,India,2.63,elasticity,Synthetic sample note 0321 for Regional trade agreement wave in India,2603.23825v1.pdf
TM-SYN-0322,Synthetic trade metric 0322 (probability),Export rebate reform,Vietnam,0.107,probability,Synthetic sample note 0322 for Export rebate reform in Vietnam,2603.23825v1.pdf
TM-SYN-0323,Synthetic trade metric 0323 (flag),Tariff cut package,Mexico,0.0,flag,Synthetic sample note 0323 for Tariff cut package in Mexico,2603.23825v1.pdf
TM-SYN-0324,Synthetic trade metric 0324 (index),Customs facilitation program,Brazil,34.47,index,Synthetic sample note 0324 for Customs facilitation program in Brazil,2603.23825v1.pdf
