practice_id,practice_name,crop_system,ch4_reduction_min_pct,ch4_reduction_max_pct,water_saving_min_pct,water_saving_max_pct,soil_carbon_benefit,mrv_intensity,source_doc
PR-SYN-0159,Synthetic Mitigation Practice 0159,soy,42.3,51.7,25.4,48.2,Synthetic soil-carbon note for practice 0159 under soy,high,2603.20674v1.pdf
PR-SYN-0160,Synthetic Mitigation Practice 0160,cotton,36.6,60.9,5.1,23.2,Synthetic soil-carbon note for practice 0160 under cotton,medium,2603.20674v1.pdf
PR-SYN-0161,Synthetic Mitigation Practice 0161,rice,7.0,23.7,17.0,31.4,Synthetic soil-carbon note for practice 0161 under rice,low,2603.20674v1.pdf
PR-SYN-0162,Synthetic Mitigation Practice 0162,sugarcane,27.2,44.0,20.7,43.0,Synthetic soil-carbon note for practice 0162 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0163,Synthetic Mitigation Practice 0163,wheat,42.3,47.5,28.7,38.5,Synthetic soil-carbon note for practice 0163 under wheat,medium,2603.20674v1.pdf
PR-SYN-0164,Synthetic Mitigation Practice 0164,maize,38.7,52.8,5.3,25.4,Synthetic soil-carbon note for practice 0164 under maize,low,2603.20674v1.pdf
PR-SYN-0165,Synthetic Mitigation Practice 0165,multi-crop,19.5,34.4,6.1,31.6,Synthetic soil-carbon note for practice 0165 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0166,Synthetic Mitigation Practice 0166,soy,22.9,30.3,11.8,19.7,Synthetic soil-carbon note for practice 0166 under soy,medium,2603.20674v1.pdf
PR-SYN-0167,Synthetic Mitigation Practice 0167,cotton,42.3,48.1,25.8,37.2,Synthetic soil-carbon note for practice 0167 under cotton,low,2603.20674v1.pdf
PR-SYN-0168,Synthetic Mitigation Practice 0168,rice,20.0,34.4,6.0,23.2,Synthetic soil-carbon note for practice 0168 under rice,high,2603.20674v1.pdf
PR-SYN-0169,Synthetic Mitigation Practice 0169,sugarcane,32.2,46.0,26.2,55.2,Synthetic soil-carbon note for practice 0169 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0170,Synthetic Mitigation Practice 0170,wheat,,,13.5,33.4,Synthetic soil-carbon note for practice 0170 under wheat,low,2603.20674v1.pdf
PR-SYN-0171,Synthetic Mitigation Practice 0171,maize,13.0,23.8,10.8,36.4,Synthetic soil-carbon note for practice 0171 under maize,high,2603.20674v1.pdf
PR-SYN-0172,Synthetic Mitigation Practice 0172,multi-crop,12.3,37.0,5.2,15.9,Synthetic soil-carbon note for practice 0172 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0173,Synthetic Mitigation Practice 0173,soy,29.9,47.6,19.2,28.0,Synthetic soil-carbon note for practice 0173 under soy,low,2603.20674v1.pdf
PR-SYN-0174,Synthetic Mitigation Practice 0174,cotton,15.2,20.4,7.1,35.9,Synthetic soil-carbon note for practice 0174 under cotton,high,2603.20674v1.pdf
PR-SYN-0175,Synthetic Mitigation Practice 0175,rice,37.9,48.4,10.1,16.9,Synthetic soil-carbon note for practice 0175 under rice,medium,2603.20674v1.pdf
PR-SYN-0176,Synthetic Mitigation Practice 0176,sugarcane,18.7,36.1,7.5,18.9,Synthetic soil-carbon note for practice 0176 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0177,Synthetic Mitigation Practice 0177,wheat,17.7,30.5,11.8,39.1,Synthetic soil-carbon note for practice 0177 under wheat,high,2603.20674v1.pdf
PR-SYN-0178,Synthetic Mitigation Practice 0178,maize,24.4,44.4,14.1,30.0,Synthetic soil-carbon note for practice 0178 under maize,medium,2603.20674v1.pdf
PR-SYN-0179,Synthetic Mitigation Practice 0179,multi-crop,23.6,48.5,21.6,45.1,Synthetic soil-carbon note for practice 0179 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0180,Synthetic Mitigation Practice 0180,soy,30.0,35.3,29.8,47.1,Synthetic soil-carbon note for practice 0180 under soy,high,2603.20674v1.pdf
PR-SYN-0181,Synthetic Mitigation Practice 0181,cotton,32.3,37.4,9.7,32.5,Synthetic soil-carbon note for practice 0181 under cotton,medium,2603.20674v1.pdf
PR-SYN-0182,Synthetic Mitigation Practice 0182,rice,28.8,36.6,7.9,32.5,Synthetic soil-carbon note for practice 0182 under rice,low,2603.20674v1.pdf
PR-SYN-0183,Synthetic Mitigation Practice 0183,sugarcane,21.9,28.8,22.9,44.6,Synthetic soil-carbon note for practice 0183 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0184,Synthetic Mitigation Practice 0184,wheat,31.5,49.2,28.3,45.0,Synthetic soil-carbon note for practice 0184 under wheat,medium,2603.20674v1.pdf
PR-SYN-0185,Synthetic Mitigation Practice 0185,maize,43.2,55.4,22.1,36.6,Synthetic soil-carbon note for practice 0185 under maize,low,2603.20674v1.pdf
PR-SYN-0186,Synthetic Mitigation Practice 0186,multi-crop,26.5,31.8,8.9,24.8,Synthetic soil-carbon note for practice 0186 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0187,Synthetic Mitigation Practice 0187,soy,,,19.4,43.1,Synthetic soil-carbon note for practice 0187 under soy,medium,2603.20674v1.pdf
PR-SYN-0188,Synthetic Mitigation Practice 0188,cotton,18.6,24.4,8.3,29.5,Synthetic soil-carbon note for practice 0188 under cotton,low,2603.20674v1.pdf
PR-SYN-0189,Synthetic Mitigation Practice 0189,rice,11.4,31.1,24.4,38.5,Synthetic soil-carbon note for practice 0189 under rice,high,2603.20674v1.pdf
PR-SYN-0190,Synthetic Mitigation Practice 0190,sugarcane,30.2,40.4,13.6,23.1,Synthetic soil-carbon note for practice 0190 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0191,Synthetic Mitigation Practice 0191,wheat,22.4,27.9,17.3,33.8,Synthetic soil-carbon note for practice 0191 under wheat,low,2603.20674v1.pdf
PR-SYN-0192,Synthetic Mitigation Practice 0192,maize,33.1,39.3,17.4,44.8,Synthetic soil-carbon note for practice 0192 under maize,high,2603.20674v1.pdf
PR-SYN-0193,Synthetic Mitigation Practice 0193,multi-crop,19.0,43.6,28.2,34.6,Synthetic soil-carbon note for practice 0193 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0194,Synthetic Mitigation Practice 0194,soy,24.6,32.6,20.3,44.1,Synthetic soil-carbon note for practice 0194 under soy,low,2603.20674v1.pdf
PR-SYN-0195,Synthetic Mitigation Practice 0195,cotton,13.8,25.4,21.0,38.5,Synthetic soil-carbon note for practice 0195 under cotton,high,2603.20674v1.pdf
PR-SYN-0196,Synthetic Mitigation Practice 0196,rice,6.4,17.3,24.7,46.1,Synthetic soil-carbon note for practice 0196 under rice,medium,2603.20674v1.pdf
PR-SYN-0197,Synthetic Mitigation Practice 0197,sugarcane,29.8,50.1,13.3,33.0,Synthetic soil-carbon note for practice 0197 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0198,Synthetic Mitigation Practice 0198,wheat,14.4,35.4,19.6,36.8,Synthetic soil-carbon note for practice 0198 under wheat,high,2603.20674v1.pdf
PR-SYN-0199,Synthetic Mitigation Practice 0199,maize,38.3,58.3,14.2,37.1,Synthetic soil-carbon note for practice 0199 under maize,medium,2603.20674v1.pdf
PR-SYN-0200,Synthetic Mitigation Practice 0200,multi-crop,27.5,39.6,16.4,24.8,Synthetic soil-carbon note for practice 0200 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0201,Synthetic Mitigation Practice 0201,soy,16.7,29.8,25.6,54.3,Synthetic soil-carbon note for practice 0201 under soy,high,2603.20674v1.pdf
PR-SYN-0202,Synthetic Mitigation Practice 0202,cotton,43.8,60.1,15.8,33.3,Synthetic soil-carbon note for practice 0202 under cotton,medium,2603.20674v1.pdf
PR-SYN-0203,Synthetic Mitigation Practice 0203,rice,21.2,41.9,23.3,50.5,Synthetic soil-carbon note for practice 0203 under rice,low,2603.20674v1.pdf
PR-SYN-0204,Synthetic Mitigation Practice 0204,sugarcane,,,13.9,21.9,Synthetic soil-carbon note for practice 0204 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0205,Synthetic Mitigation Practice 0205,wheat,36.1,52.5,7.9,19.1,Synthetic soil-carbon note for practice 0205 under wheat,medium,2603.20674v1.pdf
PR-SYN-0206,Synthetic Mitigation Practice 0206,maize,10.7,21.9,24.1,31.3,Synthetic soil-carbon note for practice 0206 under maize,low,2603.20674v1.pdf
PR-SYN-0207,Synthetic Mitigation Practice 0207,multi-crop,22.3,30.6,13.9,27.9,Synthetic soil-carbon note for practice 0207 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0208,Synthetic Mitigation Practice 0208,soy,14.2,21.4,8.6,29.7,Synthetic soil-carbon note for practice 0208 under soy,medium,2603.20674v1.pdf
PR-SYN-0209,Synthetic Mitigation Practice 0209,cotton,43.6,51.1,7.6,24.8,Synthetic soil-carbon note for practice 0209 under cotton,low,2603.20674v1.pdf
PR-SYN-0210,Synthetic Mitigation Practice 0210,rice,12.5,37.4,17.0,43.8,Synthetic soil-carbon note for practice 0210 under rice,high,2603.20674v1.pdf
PR-SYN-0211,Synthetic Mitigation Practice 0211,sugarcane,37.6,46.0,11.1,24.8,Synthetic soil-carbon note for practice 0211 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0212,Synthetic Mitigation Practice 0212,wheat,43.2,61.1,18.6,45.5,Synthetic soil-carbon note for practice 0212 under wheat,low,2603.20674v1.pdf
PR-SYN-0213,Synthetic Mitigation Practice 0213,maize,20.2,26.7,19.1,28.6,Synthetic soil-carbon note for practice 0213 under maize,high,2603.20674v1.pdf
PR-SYN-0214,Synthetic Mitigation Practice 0214,multi-crop,42.0,54.3,28.4,35.9,Synthetic soil-carbon note for practice 0214 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0215,Synthetic Mitigation Practice 0215,soy,9.1,23.0,25.7,41.7,Synthetic soil-carbon note for practice 0215 under soy,low,2603.20674v1.pdf
PR-SYN-0216,Synthetic Mitigation Practice 0216,cotton,10.1,22.4,7.9,19.0,Synthetic soil-carbon note for practice 0216 under cotton,high,2603.20674v1.pdf
PR-SYN-0217,Synthetic Mitigation Practice 0217,rice,25.3,47.2,5.8,28.2,Synthetic soil-carbon note for practice 0217 under rice,medium,2603.20674v1.pdf
PR-SYN-0218,Synthetic Mitigation Practice 0218,sugarcane,13.6,27.0,6.5,18.9,Synthetic soil-carbon note for practice 0218 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0219,Synthetic Mitigation Practice 0219,wheat,41.3,49.3,29.2,51.6,Synthetic soil-carbon note for practice 0219 under wheat,high,2603.20674v1.pdf
PR-SYN-0220,Synthetic Mitigation Practice 0220,maize,35.8,49.6,10.9,37.5,Synthetic soil-carbon note for practice 0220 under maize,medium,2603.20674v1.pdf
PR-SYN-0221,Synthetic Mitigation Practice 0221,multi-crop,,,10.1,31.1,Synthetic soil-carbon note for practice 0221 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0222,Synthetic Mitigation Practice 0222,soy,14.0,34.7,16.4,26.3,Synthetic soil-carbon note for practice 0222 under soy,high,2603.20674v1.pdf
PR-SYN-0223,Synthetic Mitigation Practice 0223,cotton,15.4,30.8,25.3,34.0,Synthetic soil-carbon note for practice 0223 under cotton,medium,2603.20674v1.pdf
PR-SYN-0224,Synthetic Mitigation Practice 0224,rice,19.0,41.9,21.1,40.6,Synthetic soil-carbon note for practice 0224 under rice,low,2603.20674v1.pdf
PR-SYN-0225,Synthetic Mitigation Practice 0225,sugarcane,38.8,61.9,29.1,46.2,Synthetic soil-carbon note for practice 0225 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0226,Synthetic Mitigation Practice 0226,wheat,9.4,22.5,8.9,23.7,Synthetic soil-carbon note for practice 0226 under wheat,medium,2603.20674v1.pdf
PR-SYN-0227,Synthetic Mitigation Practice 0227,maize,35.1,57.4,6.3,21.6,Synthetic soil-carbon note for practice 0227 under maize,low,2603.20674v1.pdf
PR-SYN-0228,Synthetic Mitigation Practice 0228,multi-crop,13.9,36.1,6.9,18.6,Synthetic soil-carbon note for practice 0228 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0229,Synthetic Mitigation Practice 0229,soy,29.4,49.6,25.4,53.8,Synthetic soil-carbon note for practice 0229 under soy,medium,2603.20674v1.pdf
PR-SYN-0230,Synthetic Mitigation Practice 0230,cotton,16.2,37.2,10.2,18.9,Synthetic soil-carbon note for practice 0230 under cotton,low,2603.20674v1.pdf
PR-SYN-0231,Synthetic Mitigation Practice 0231,rice,44.9,50.3,8.0,13.1,Synthetic soil-carbon note for practice 0231 under rice,high,2603.20674v1.pdf
PR-SYN-0232,Synthetic Mitigation Practice 0232,sugarcane,29.4,51.5,19.2,46.3,Synthetic soil-carbon note for practice 0232 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0233,Synthetic Mitigation Practice 0233,wheat,13.8,37.1,22.7,33.8,Synthetic soil-carbon note for practice 0233 under wheat,low,2603.20674v1.pdf
PR-SYN-0234,Synthetic Mitigation Practice 0234,maize,38.6,53.6,12.2,19.0,Synthetic soil-carbon note for practice 0234 under maize,high,2603.20674v1.pdf
PR-SYN-0235,Synthetic Mitigation Practice 0235,multi-crop,30.0,46.7,19.9,43.2,Synthetic soil-carbon note for practice 0235 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0236,Synthetic Mitigation Practice 0236,soy,23.0,44.0,12.8,26.2,Synthetic soil-carbon note for practice 0236 under soy,low,2603.20674v1.pdf
PR-SYN-0237,Synthetic Mitigation Practice 0237,cotton,40.0,57.4,26.1,48.3,Synthetic soil-carbon note for practice 0237 under cotton,high,2603.20674v1.pdf
PR-SYN-0238,Synthetic Mitigation Practice 0238,rice,,,27.7,53.6,Synthetic soil-carbon note for practice 0238 under rice,medium,2603.20674v1.pdf
PR-SYN-0239,Synthetic Mitigation Practice 0239,sugarcane,17.2,40.5,29.4,49.3,Synthetic soil-carbon note for practice 0239 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0240,Synthetic Mitigation Practice 0240,wheat,36.7,59.1,5.7,28.9,Synthetic soil-carbon note for practice 0240 under wheat,high,2603.20674v1.pdf
PR-SYN-0241,Synthetic Mitigation Practice 0241,maize,24.8,45.5,24.9,43.0,Synthetic soil-carbon note for practice 0241 under maize,medium,2603.20674v1.pdf
PR-SYN-0242,Synthetic Mitigation Practice 0242,multi-crop,26.0,40.7,13.8,28.9,Synthetic soil-carbon note for practice 0242 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0243,Synthetic Mitigation Practice 0243,soy,34.1,44.1,24.5,31.3,Synthetic soil-carbon note for practice 0243 under soy,high,2603.20674v1.pdf
PR-SYN-0244,Synthetic Mitigation Practice 0244,cotton,11.2,34.2,7.0,20.4,Synthetic soil-carbon note for practice 0244 under cotton,medium,2603.20674v1.pdf
PR-SYN-0245,Synthetic Mitigation Practice 0245,rice,13.0,19.1,9.5,17.0,Synthetic soil-carbon note for practice 0245 under rice,low,2603.20674v1.pdf
PR-SYN-0246,Synthetic Mitigation Practice 0246,sugarcane,39.6,64.1,28.0,51.7,Synthetic soil-carbon note for practice 0246 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0247,Synthetic Mitigation Practice 0247,wheat,38.1,52.3,12.8,30.1,Synthetic soil-carbon note for practice 0247 under wheat,medium,2603.20674v1.pdf
PR-SYN-0248,Synthetic Mitigation Practice 0248,maize,33.0,42.1,13.6,34.2,Synthetic soil-carbon note for practice 0248 under maize,low,2603.20674v1.pdf
PR-SYN-0249,Synthetic Mitigation Practice 0249,multi-crop,39.0,52.6,10.5,39.2,Synthetic soil-carbon note for practice 0249 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0250,Synthetic Mitigation Practice 0250,soy,36.1,52.0,25.7,44.6,Synthetic soil-carbon note for practice 0250 under soy,medium,2603.20674v1.pdf
PR-SYN-0251,Synthetic Mitigation Practice 0251,cotton,14.4,29.5,22.8,35.9,Synthetic soil-carbon note for practice 0251 under cotton,low,2603.20674v1.pdf
PR-SYN-0252,Synthetic Mitigation Practice 0252,rice,23.0,28.5,24.7,44.3,Synthetic soil-carbon note for practice 0252 under rice,high,2603.20674v1.pdf
PR-SYN-0253,Synthetic Mitigation Practice 0253,sugarcane,6.9,29.5,25.3,44.6,Synthetic soil-carbon note for practice 0253 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0254,Synthetic Mitigation Practice 0254,wheat,16.2,22.1,15.8,24.8,Synthetic soil-carbon note for practice 0254 under wheat,low,2603.20674v1.pdf
PR-SYN-0255,Synthetic Mitigation Practice 0255,maize,,,28.6,34.0,Synthetic soil-carbon note for practice 0255 under maize,high,2603.20674v1.pdf
PR-SYN-0256,Synthetic Mitigation Practice 0256,multi-crop,26.3,45.5,7.1,34.8,Synthetic soil-carbon note for practice 0256 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0257,Synthetic Mitigation Practice 0257,soy,40.3,52.7,12.8,41.0,Synthetic soil-carbon note for practice 0257 under soy,low,2603.20674v1.pdf
PR-SYN-0258,Synthetic Mitigation Practice 0258,cotton,7.0,27.3,8.9,21.4,Synthetic soil-carbon note for practice 0258 under cotton,high,2603.20674v1.pdf
PR-SYN-0259,Synthetic Mitigation Practice 0259,rice,13.1,21.9,19.5,41.9,Synthetic soil-carbon note for practice 0259 under rice,medium,2603.20674v1.pdf
PR-SYN-0260,Synthetic Mitigation Practice 0260,sugarcane,24.8,42.5,23.4,31.9,Synthetic soil-carbon note for practice 0260 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0261,Synthetic Mitigation Practice 0261,wheat,11.0,22.3,9.3,36.7,Synthetic soil-carbon note for practice 0261 under wheat,high,2603.20674v1.pdf
PR-SYN-0262,Synthetic Mitigation Practice 0262,maize,8.4,19.2,16.3,24.8,Synthetic soil-carbon note for practice 0262 under maize,medium,2603.20674v1.pdf
PR-SYN-0263,Synthetic Mitigation Practice 0263,multi-crop,24.1,29.4,9.5,32.1,Synthetic soil-carbon note for practice 0263 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0264,Synthetic Mitigation Practice 0264,soy,8.1,20.5,29.5,54.5,Synthetic soil-carbon note for practice 0264 under soy,high,2603.20674v1.pdf
PR-SYN-0265,Synthetic Mitigation Practice 0265,cotton,37.6,44.9,24.4,52.2,Synthetic soil-carbon note for practice 0265 under cotton,medium,2603.20674v1.pdf
PR-SYN-0266,Synthetic Mitigation Practice 0266,rice,41.3,59.1,15.3,22.3,Synthetic soil-carbon note for practice 0266 under rice,low,2603.20674v1.pdf
PR-SYN-0267,Synthetic Mitigation Practice 0267,sugarcane,25.2,36.6,21.4,44.3,Synthetic soil-carbon note for practice 0267 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0268,Synthetic Mitigation Practice 0268,wheat,11.1,23.1,19.9,40.2,Synthetic soil-carbon note for practice 0268 under wheat,medium,2603.20674v1.pdf
PR-SYN-0269,Synthetic Mitigation Practice 0269,maize,10.5,34.2,27.0,55.7,Synthetic soil-carbon note for practice 0269 under maize,low,2603.20674v1.pdf
PR-SYN-0270,Synthetic Mitigation Practice 0270,multi-crop,35.7,42.7,8.5,27.3,Synthetic soil-carbon note for practice 0270 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0271,Synthetic Mitigation Practice 0271,soy,26.9,43.1,24.8,52.9,Synthetic soil-carbon note for practice 0271 under soy,medium,2603.20674v1.pdf
PR-SYN-0272,Synthetic Mitigation Practice 0272,cotton,,,14.1,23.1,Synthetic soil-carbon note for practice 0272 under cotton,low,2603.20674v1.pdf
PR-SYN-0273,Synthetic Mitigation Practice 0273,rice,26.2,41.7,8.3,18.2,Synthetic soil-carbon note for practice 0273 under rice,high,2603.20674v1.pdf
PR-SYN-0274,Synthetic Mitigation Practice 0274,sugarcane,34.9,40.0,24.4,33.7,Synthetic soil-carbon note for practice 0274 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0275,Synthetic Mitigation Practice 0275,wheat,18.7,35.0,16.5,24.1,Synthetic soil-carbon note for practice 0275 under wheat,low,2603.20674v1.pdf
PR-SYN-0276,Synthetic Mitigation Practice 0276,maize,20.4,35.0,17.1,42.9,Synthetic soil-carbon note for practice 0276 under maize,high,2603.20674v1.pdf
PR-SYN-0277,Synthetic Mitigation Practice 0277,multi-crop,29.0,43.9,16.4,41.4,Synthetic soil-carbon note for practice 0277 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0278,Synthetic Mitigation Practice 0278,soy,14.8,30.2,10.7,27.3,Synthetic soil-carbon note for practice 0278 under soy,low,2603.20674v1.pdf
PR-SYN-0279,Synthetic Mitigation Practice 0279,cotton,18.9,33.3,23.7,44.7,Synthetic soil-carbon note for practice 0279 under cotton,high,2603.20674v1.pdf
PR-SYN-0280,Synthetic Mitigation Practice 0280,rice,19.9,35.3,11.9,27.3,Synthetic soil-carbon note for practice 0280 under rice,medium,2603.20674v1.pdf
PR-SYN-0281,Synthetic Mitigation Practice 0281,sugarcane,12.2,32.7,19.1,34.1,Synthetic soil-carbon note for practice 0281 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0282,Synthetic Mitigation Practice 0282,wheat,34.5,55.2,9.6,38.0,Synthetic soil-carbon note for practice 0282 under wheat,high,2603.20674v1.pdf
PR-SYN-0283,Synthetic Mitigation Practice 0283,maize,16.9,28.1,7.4,30.3,Synthetic soil-carbon note for practice 0283 under maize,medium,2603.20674v1.pdf
PR-SYN-0284,Synthetic Mitigation Practice 0284,multi-crop,42.2,60.2,7.4,17.7,Synthetic soil-carbon note for practice 0284 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0285,Synthetic Mitigation Practice 0285,soy,27.6,36.1,5.4,18.6,Synthetic soil-carbon note for practice 0285 under soy,high,2603.20674v1.pdf
PR-SYN-0286,Synthetic Mitigation Practice 0286,cotton,28.7,40.6,27.9,35.3,Synthetic soil-carbon note for practice 0286 under cotton,medium,2603.20674v1.pdf
PR-SYN-0287,Synthetic Mitigation Practice 0287,rice,13.4,28.4,12.9,32.3,Synthetic soil-carbon note for practice 0287 under rice,low,2603.20674v1.pdf
PR-SYN-0288,Synthetic Mitigation Practice 0288,sugarcane,36.7,47.6,22.1,42.5,Synthetic soil-carbon note for practice 0288 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0289,Synthetic Mitigation Practice 0289,wheat,,,13.2,34.4,Synthetic soil-carbon note for practice 0289 under wheat,medium,2603.20674v1.pdf
PR-SYN-0290,Synthetic Mitigation Practice 0290,maize,20.1,42.4,23.9,30.7,Synthetic soil-carbon note for practice 0290 under maize,low,2603.20674v1.pdf
PR-SYN-0291,Synthetic Mitigation Practice 0291,multi-crop,5.8,14.9,25.0,53.2,Synthetic soil-carbon note for practice 0291 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0292,Synthetic Mitigation Practice 0292,soy,37.4,46.4,11.9,34.5,Synthetic soil-carbon note for practice 0292 under soy,medium,2603.20674v1.pdf
PR-SYN-0293,Synthetic Mitigation Practice 0293,cotton,25.7,47.4,25.7,39.4,Synthetic soil-carbon note for practice 0293 under cotton,low,2603.20674v1.pdf
PR-SYN-0294,Synthetic Mitigation Practice 0294,rice,31.7,37.7,15.0,26.8,Synthetic soil-carbon note for practice 0294 under rice,high,2603.20674v1.pdf
PR-SYN-0295,Synthetic Mitigation Practice 0295,sugarcane,27.9,50.9,12.2,22.0,Synthetic soil-carbon note for practice 0295 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0296,Synthetic Mitigation Practice 0296,wheat,20.5,34.1,23.7,42.5,Synthetic soil-carbon note for practice 0296 under wheat,low,2603.20674v1.pdf
PR-SYN-0297,Synthetic Mitigation Practice 0297,maize,15.0,38.8,21.1,34.3,Synthetic soil-carbon note for practice 0297 under maize,high,2603.20674v1.pdf
PR-SYN-0298,Synthetic Mitigation Practice 0298,multi-crop,19.6,37.0,6.9,22.5,Synthetic soil-carbon note for practice 0298 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0299,Synthetic Mitigation Practice 0299,soy,17.4,33.7,18.3,45.9,Synthetic soil-carbon note for practice 0299 under soy,low,2603.20674v1.pdf
PR-SYN-0300,Synthetic Mitigation Practice 0300,cotton,21.5,28.2,29.5,50.4,Synthetic soil-carbon note for practice 0300 under cotton,high,2603.20674v1.pdf
PR-SYN-0301,Synthetic Mitigation Practice 0301,rice,16.9,32.7,11.4,28.9,Synthetic soil-carbon note for practice 0301 under rice,medium,2603.20674v1.pdf
PR-SYN-0302,Synthetic Mitigation Practice 0302,sugarcane,31.9,44.2,8.2,31.1,Synthetic soil-carbon note for practice 0302 under sugarcane,low,2603.20674v1.pdf
PR-SYN-0303,Synthetic Mitigation Practice 0303,wheat,23.9,33.5,25.8,52.2,Synthetic soil-carbon note for practice 0303 under wheat,high,2603.20674v1.pdf
PR-SYN-0304,Synthetic Mitigation Practice 0304,maize,7.5,23.2,28.9,52.1,Synthetic soil-carbon note for practice 0304 under maize,medium,2603.20674v1.pdf
PR-SYN-0305,Synthetic Mitigation Practice 0305,multi-crop,35.2,41.4,9.3,22.4,Synthetic soil-carbon note for practice 0305 under multi-crop,low,2603.20674v1.pdf
PR-SYN-0306,Synthetic Mitigation Practice 0306,soy,,,22.4,48.8,Synthetic soil-carbon note for practice 0306 under soy,high,2603.20674v1.pdf
PR-SYN-0307,Synthetic Mitigation Practice 0307,cotton,43.9,60.1,25.0,41.9,Synthetic soil-carbon note for practice 0307 under cotton,medium,2603.20674v1.pdf
PR-SYN-0308,Synthetic Mitigation Practice 0308,rice,19.0,42.9,22.6,29.0,Synthetic soil-carbon note for practice 0308 under rice,low,2603.20674v1.pdf
PR-SYN-0309,Synthetic Mitigation Practice 0309,sugarcane,15.9,35.1,12.5,40.3,Synthetic soil-carbon note for practice 0309 under sugarcane,high,2603.20674v1.pdf
PR-SYN-0310,Synthetic Mitigation Practice 0310,wheat,8.6,27.1,16.8,40.8,Synthetic soil-carbon note for practice 0310 under wheat,medium,2603.20674v1.pdf
PR-SYN-0311,Synthetic Mitigation Practice 0311,maize,14.1,31.9,10.3,19.5,Synthetic soil-carbon note for practice 0311 under maize,low,2603.20674v1.pdf
PR-SYN-0312,Synthetic Mitigation Practice 0312,multi-crop,5.8,28.1,17.8,47.7,Synthetic soil-carbon note for practice 0312 under multi-crop,high,2603.20674v1.pdf
PR-SYN-0313,Synthetic Mitigation Practice 0313,soy,23.4,31.1,9.6,23.9,Synthetic soil-carbon note for practice 0313 under soy,medium,2603.20674v1.pdf
PR-SYN-0314,Synthetic Mitigation Practice 0314,cotton,32.3,48.8,16.9,39.0,Synthetic soil-carbon note for practice 0314 under cotton,low,2603.20674v1.pdf
PR-SYN-0315,Synthetic Mitigation Practice 0315,rice,39.1,53.1,13.5,24.7,Synthetic soil-carbon note for practice 0315 under rice,high,2603.20674v1.pdf
PR-SYN-0316,Synthetic Mitigation Practice 0316,sugarcane,34.7,41.8,18.3,35.1,Synthetic soil-carbon note for practice 0316 under sugarcane,medium,2603.20674v1.pdf
PR-SYN-0317,Synthetic Mitigation Practice 0317,wheat,5.9,28.7,16.9,29.4,Synthetic soil-carbon note for practice 0317 under wheat,low,2603.20674v1.pdf
PR-SYN-0318,Synthetic Mitigation Practice 0318,maize,37.4,52.6,12.8,40.2,Synthetic soil-carbon note for practice 0318 under maize,high,2603.20674v1.pdf
PR-SYN-0319,Synthetic Mitigation Practice 0319,multi-crop,17.6,35.9,18.4,31.2,Synthetic soil-carbon note for practice 0319 under multi-crop,medium,2603.20674v1.pdf
PR-SYN-0320,Synthetic Mitigation Practice 0320,soy,38.5,56.5,22.0,40.0,Synthetic soil-carbon note for practice 0320 under soy,low,2603.20674v1.pdf
PR-SYN-0321,Synthetic Mitigation Practice 0321,cotton,36.7,60.8,12.5,32.1,Synthetic soil-carbon note for practice 0321 under cotton,high,2603.20674v1.pdf
