scenario_id,scenario_name,country,year,expenditure_reduction_pct,mechanism,bunching_risk,source_doc
SC-SYN-0195,Synthetic electricity-carbon scenario 0195 (EU 2025),EU,2025,2.37,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0196,Synthetic electricity-carbon scenario 0196 (Netherlands 2026),Netherlands,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0197,Synthetic electricity-carbon scenario 0197 (Belgium 2027),Belgium,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0198,Synthetic electricity-carbon scenario 0198 (Austria 2028),Austria,2028,8.45,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0199,Synthetic electricity-carbon scenario 0199 (Germany 2029),Germany,2029,8.96,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0200,Synthetic electricity-carbon scenario 0200 (France 2020),France,2020,9.81,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0201,Synthetic electricity-carbon scenario 0201 (Spain 2021),Spain,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0202,Synthetic electricity-carbon scenario 0202 (Italy 2022),Italy,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0203,Synthetic electricity-carbon scenario 0203 (Poland 2023),Poland,2023,11.3,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0204,Synthetic electricity-carbon scenario 0204 (EU 2024),EU,2024,6.26,green_certificate,low,2603.25874v1.pdf
SC-SYN-0205,Synthetic electricity-carbon scenario 0205 (Netherlands 2025),Netherlands,2025,1.35,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0206,Synthetic electricity-carbon scenario 0206 (Belgium 2026),Belgium,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0207,Synthetic electricity-carbon scenario 0207 (Austria 2027),Austria,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0208,Synthetic electricity-carbon scenario 0208 (Germany 2028),Germany,2028,11.32,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0209,Synthetic electricity-carbon scenario 0209 (France 2029),France,2029,5.1,green_certificate,high,2603.25874v1.pdf
SC-SYN-0210,Synthetic electricity-carbon scenario 0210 (Spain 2020),Spain,2020,9.57,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0211,Synthetic electricity-carbon scenario 0211 (Italy 2021),Italy,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0212,Synthetic electricity-carbon scenario 0212 (Poland 2022),Poland,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0213,Synthetic electricity-carbon scenario 0213 (EU 2023),EU,2023,6.57,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0214,Synthetic electricity-carbon scenario 0214 (Netherlands 2024),Netherlands,2024,8.93,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0215,Synthetic electricity-carbon scenario 0215 (Belgium 2025),Belgium,2025,9.48,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0216,Synthetic electricity-carbon scenario 0216 (Austria 2026),Austria,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0217,Synthetic electricity-carbon scenario 0217 (Germany 2027),Germany,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0218,Synthetic electricity-carbon scenario 0218 (France 2028),France,2028,2.61,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0219,Synthetic electricity-carbon scenario 0219 (Spain 2029),Spain,2029,8.82,green_certificate,low,2603.25874v1.pdf
SC-SYN-0220,Synthetic electricity-carbon scenario 0220 (Italy 2020),Italy,2020,9.83,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0221,Synthetic electricity-carbon scenario 0221 (Poland 2021),Poland,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0222,Synthetic electricity-carbon scenario 0222 (EU 2022),EU,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0223,Synthetic electricity-carbon scenario 0223 (Netherlands 2023),Netherlands,2023,2.92,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0224,Synthetic electricity-carbon scenario 0224 (Belgium 2024),Belgium,2024,5.64,green_certificate,high,2603.25874v1.pdf
SC-SYN-0225,Synthetic electricity-carbon scenario 0225 (Austria 2025),Austria,2025,2.29,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0226,Synthetic electricity-carbon scenario 0226 (Germany 2026),Germany,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0227,Synthetic electricity-carbon scenario 0227 (France 2027),France,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0228,Synthetic electricity-carbon scenario 0228 (Spain 2028),Spain,2028,9.4,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0229,Synthetic electricity-carbon scenario 0229 (Italy 2029),Italy,2029,2.87,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0230,Synthetic electricity-carbon scenario 0230 (Poland 2020),Poland,2020,11.61,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0231,Synthetic electricity-carbon scenario 0231 (EU 2021),EU,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0232,Synthetic electricity-carbon scenario 0232 (Netherlands 2022),Netherlands,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0233,Synthetic electricity-carbon scenario 0233 (Belgium 2023),Belgium,2023,11.51,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0234,Synthetic electricity-carbon scenario 0234 (Austria 2024),Austria,2024,7.89,green_certificate,low,2603.25874v1.pdf
SC-SYN-0235,Synthetic electricity-carbon scenario 0235 (Germany 2025),Germany,2025,1.63,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0236,Synthetic electricity-carbon scenario 0236 (France 2026),France,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0237,Synthetic electricity-carbon scenario 0237 (Spain 2027),Spain,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0238,Synthetic electricity-carbon scenario 0238 (Italy 2028),Italy,2028,10.22,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0239,Synthetic electricity-carbon scenario 0239 (Poland 2029),Poland,2029,4.6,green_certificate,high,2603.25874v1.pdf
SC-SYN-0240,Synthetic electricity-carbon scenario 0240 (EU 2020),EU,2020,0.78,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0241,Synthetic electricity-carbon scenario 0241 (Netherlands 2021),Netherlands,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0242,Synthetic electricity-carbon scenario 0242 (Belgium 2022),Belgium,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0243,Synthetic electricity-carbon scenario 0243 (Austria 2023),Austria,2023,6.18,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0244,Synthetic electricity-carbon scenario 0244 (Germany 2024),Germany,2024,10.8,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0245,Synthetic electricity-carbon scenario 0245 (France 2025),France,2025,11.56,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0246,Synthetic electricity-carbon scenario 0246 (Spain 2026),Spain,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0247,Synthetic electricity-carbon scenario 0247 (Italy 2027),Italy,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0248,Synthetic electricity-carbon scenario 0248 (Poland 2028),Poland,2028,12.0,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0249,Synthetic electricity-carbon scenario 0249 (EU 2029),EU,2029,4.25,green_certificate,low,2603.25874v1.pdf
SC-SYN-0250,Synthetic electricity-carbon scenario 0250 (Netherlands 2020),Netherlands,2020,1.75,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0251,Synthetic electricity-carbon scenario 0251 (Belgium 2021),Belgium,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0252,Synthetic electricity-carbon scenario 0252 (Austria 2022),Austria,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0253,Synthetic electricity-carbon scenario 0253 (Germany 2023),Germany,2023,1.64,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0254,Synthetic electricity-carbon scenario 0254 (France 2024),France,2024,8.41,green_certificate,high,2603.25874v1.pdf
SC-SYN-0255,Synthetic electricity-carbon scenario 0255 (Spain 2025),Spain,2025,3.3,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0256,Synthetic electricity-carbon scenario 0256 (Italy 2026),Italy,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0257,Synthetic electricity-carbon scenario 0257 (Poland 2027),Poland,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0258,Synthetic electricity-carbon scenario 0258 (EU 2028),EU,2028,9.63,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0259,Synthetic electricity-carbon scenario 0259 (Netherlands 2029),Netherlands,2029,9.62,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0260,Synthetic electricity-carbon scenario 0260 (Belgium 2020),Belgium,2020,4.14,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0261,Synthetic electricity-carbon scenario 0261 (Austria 2021),Austria,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0262,Synthetic electricity-carbon scenario 0262 (Germany 2022),Germany,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0263,Synthetic electricity-carbon scenario 0263 (France 2023),France,2023,8.98,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0264,Synthetic electricity-carbon scenario 0264 (Spain 2024),Spain,2024,6.34,green_certificate,low,2603.25874v1.pdf
SC-SYN-0265,Synthetic electricity-carbon scenario 0265 (Italy 2025),Italy,2025,3.64,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0266,Synthetic electricity-carbon scenario 0266 (Poland 2026),Poland,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0267,Synthetic electricity-carbon scenario 0267 (EU 2027),EU,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0268,Synthetic electricity-carbon scenario 0268 (Netherlands 2028),Netherlands,2028,4.45,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0269,Synthetic electricity-carbon scenario 0269 (Belgium 2029),Belgium,2029,10.2,green_certificate,high,2603.25874v1.pdf
SC-SYN-0270,Synthetic electricity-carbon scenario 0270 (Austria 2020),Austria,2020,6.74,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0271,Synthetic electricity-carbon scenario 0271 (Germany 2021),Germany,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0272,Synthetic electricity-carbon scenario 0272 (France 2022),France,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0273,Synthetic electricity-carbon scenario 0273 (Spain 2023),Spain,2023,6.92,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0274,Synthetic electricity-carbon scenario 0274 (Italy 2024),Italy,2024,0.62,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0275,Synthetic electricity-carbon scenario 0275 (Poland 2025),Poland,2025,8.2,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0276,Synthetic electricity-carbon scenario 0276 (EU 2026),EU,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0277,Synthetic electricity-carbon scenario 0277 (Netherlands 2027),Netherlands,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0278,Synthetic electricity-carbon scenario 0278 (Belgium 2028),Belgium,2028,2.07,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0279,Synthetic electricity-carbon scenario 0279 (Austria 2029),Austria,2029,0.81,green_certificate,low,2603.25874v1.pdf
SC-SYN-0280,Synthetic electricity-carbon scenario 0280 (Germany 2020),Germany,2020,2.87,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0281,Synthetic electricity-carbon scenario 0281 (France 2021),France,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0282,Synthetic electricity-carbon scenario 0282 (Spain 2022),Spain,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0283,Synthetic electricity-carbon scenario 0283 (Italy 2023),Italy,2023,2.99,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0284,Synthetic electricity-carbon scenario 0284 (Poland 2024),Poland,2024,7.02,green_certificate,high,2603.25874v1.pdf
SC-SYN-0285,Synthetic electricity-carbon scenario 0285 (EU 2025),EU,2025,10.32,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0286,Synthetic electricity-carbon scenario 0286 (Netherlands 2026),Netherlands,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0287,Synthetic electricity-carbon scenario 0287 (Belgium 2027),Belgium,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0288,Synthetic electricity-carbon scenario 0288 (Austria 2028),Austria,2028,5.35,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0289,Synthetic electricity-carbon scenario 0289 (Germany 2029),Germany,2029,11.57,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0290,Synthetic electricity-carbon scenario 0290 (France 2020),France,2020,11.97,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0291,Synthetic electricity-carbon scenario 0291 (Spain 2021),Spain,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0292,Synthetic electricity-carbon scenario 0292 (Italy 2022),Italy,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0293,Synthetic electricity-carbon scenario 0293 (Poland 2023),Poland,2023,7.1,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0294,Synthetic electricity-carbon scenario 0294 (EU 2024),EU,2024,1.98,green_certificate,low,2603.25874v1.pdf
SC-SYN-0295,Synthetic electricity-carbon scenario 0295 (Netherlands 2025),Netherlands,2025,10.79,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0296,Synthetic electricity-carbon scenario 0296 (Belgium 2026),Belgium,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0297,Synthetic electricity-carbon scenario 0297 (Austria 2027),Austria,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0298,Synthetic electricity-carbon scenario 0298 (Germany 2028),Germany,2028,5.78,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0299,Synthetic electricity-carbon scenario 0299 (France 2029),France,2029,11.09,green_certificate,high,2603.25874v1.pdf
SC-SYN-0300,Synthetic electricity-carbon scenario 0300 (Spain 2020),Spain,2020,10.18,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0301,Synthetic electricity-carbon scenario 0301 (Italy 2021),Italy,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0302,Synthetic electricity-carbon scenario 0302 (Poland 2022),Poland,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0303,Synthetic electricity-carbon scenario 0303 (EU 2023),EU,2023,9.51,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0304,Synthetic electricity-carbon scenario 0304 (Netherlands 2024),Netherlands,2024,2.65,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0305,Synthetic electricity-carbon scenario 0305 (Belgium 2025),Belgium,2025,3.71,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0306,Synthetic electricity-carbon scenario 0306 (Austria 2026),Austria,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0307,Synthetic electricity-carbon scenario 0307 (Germany 2027),Germany,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0308,Synthetic electricity-carbon scenario 0308 (France 2028),France,2028,11.91,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0309,Synthetic electricity-carbon scenario 0309 (Spain 2029),Spain,2029,5.23,green_certificate,low,2603.25874v1.pdf
SC-SYN-0310,Synthetic electricity-carbon scenario 0310 (Italy 2020),Italy,2020,10.48,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0311,Synthetic electricity-carbon scenario 0311 (Poland 2021),Poland,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0312,Synthetic electricity-carbon scenario 0312 (EU 2022),EU,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0313,Synthetic electricity-carbon scenario 0313 (Netherlands 2023),Netherlands,2023,2.21,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0314,Synthetic electricity-carbon scenario 0314 (Belgium 2024),Belgium,2024,9.4,green_certificate,high,2603.25874v1.pdf
SC-SYN-0315,Synthetic electricity-carbon scenario 0315 (Austria 2025),Austria,2025,8.85,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0316,Synthetic electricity-carbon scenario 0316 (Germany 2026),Germany,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0317,Synthetic electricity-carbon scenario 0317 (France 2027),France,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0318,Synthetic electricity-carbon scenario 0318 (Spain 2028),Spain,2028,1.26,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0319,Synthetic electricity-carbon scenario 0319 (Italy 2029),Italy,2029,4.15,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0320,Synthetic electricity-carbon scenario 0320 (Poland 2020),Poland,2020,1.24,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0321,Synthetic electricity-carbon scenario 0321 (EU 2021),EU,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0322,Synthetic electricity-carbon scenario 0322 (Netherlands 2022),Netherlands,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0323,Synthetic electricity-carbon scenario 0323 (Belgium 2023),Belgium,2023,4.26,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0324,Synthetic electricity-carbon scenario 0324 (Austria 2024),Austria,2024,8.56,green_certificate,low,2603.25874v1.pdf
SC-SYN-0325,Synthetic electricity-carbon scenario 0325 (Germany 2025),Germany,2025,4.97,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0326,Synthetic electricity-carbon scenario 0326 (France 2026),France,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0327,Synthetic electricity-carbon scenario 0327 (Spain 2027),Spain,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0328,Synthetic electricity-carbon scenario 0328 (Italy 2028),Italy,2028,1.74,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0329,Synthetic electricity-carbon scenario 0329 (Poland 2029),Poland,2029,5.17,green_certificate,high,2603.25874v1.pdf
SC-SYN-0330,Synthetic electricity-carbon scenario 0330 (EU 2020),EU,2020,9.58,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0331,Synthetic electricity-carbon scenario 0331 (Netherlands 2021),Netherlands,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0332,Synthetic electricity-carbon scenario 0332 (Belgium 2022),Belgium,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0333,Synthetic electricity-carbon scenario 0333 (Austria 2023),Austria,2023,3.21,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0334,Synthetic electricity-carbon scenario 0334 (Germany 2024),Germany,2024,6.47,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0335,Synthetic electricity-carbon scenario 0335 (France 2025),France,2025,1.12,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0336,Synthetic electricity-carbon scenario 0336 (Spain 2026),Spain,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0337,Synthetic electricity-carbon scenario 0337 (Italy 2027),Italy,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0338,Synthetic electricity-carbon scenario 0338 (Poland 2028),Poland,2028,5.05,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0339,Synthetic electricity-carbon scenario 0339 (EU 2029),EU,2029,4.31,green_certificate,low,2603.25874v1.pdf
SC-SYN-0340,Synthetic electricity-carbon scenario 0340 (Netherlands 2020),Netherlands,2020,10.48,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0341,Synthetic electricity-carbon scenario 0341 (Belgium 2021),Belgium,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0342,Synthetic electricity-carbon scenario 0342 (Austria 2022),Austria,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0343,Synthetic electricity-carbon scenario 0343 (Germany 2023),Germany,2023,7.37,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0344,Synthetic electricity-carbon scenario 0344 (France 2024),France,2024,11.32,green_certificate,high,2603.25874v1.pdf
SC-SYN-0345,Synthetic electricity-carbon scenario 0345 (Spain 2025),Spain,2025,6.2,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0346,Synthetic electricity-carbon scenario 0346 (Italy 2026),Italy,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0347,Synthetic electricity-carbon scenario 0347 (Poland 2027),Poland,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0348,Synthetic electricity-carbon scenario 0348 (EU 2028),EU,2028,8.5,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0349,Synthetic electricity-carbon scenario 0349 (Netherlands 2029),Netherlands,2029,8.61,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0350,Synthetic electricity-carbon scenario 0350 (Belgium 2020),Belgium,2020,7.83,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0351,Synthetic electricity-carbon scenario 0351 (Austria 2021),Austria,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0352,Synthetic electricity-carbon scenario 0352 (Germany 2022),Germany,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0353,Synthetic electricity-carbon scenario 0353 (France 2023),France,2023,3.99,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0354,Synthetic electricity-carbon scenario 0354 (Spain 2024),Spain,2024,3.85,green_certificate,low,2603.25874v1.pdf
SC-SYN-0355,Synthetic electricity-carbon scenario 0355 (Italy 2025),Italy,2025,6.02,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0356,Synthetic electricity-carbon scenario 0356 (Poland 2026),Poland,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0357,Synthetic electricity-carbon scenario 0357 (EU 2027),EU,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0358,Synthetic electricity-carbon scenario 0358 (Netherlands 2028),Netherlands,2028,3.81,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0359,Synthetic electricity-carbon scenario 0359 (Belgium 2029),Belgium,2029,7.44,green_certificate,high,2603.25874v1.pdf
SC-SYN-0360,Synthetic electricity-carbon scenario 0360 (Austria 2020),Austria,2020,1.5,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0361,Synthetic electricity-carbon scenario 0361 (Germany 2021),Germany,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0362,Synthetic electricity-carbon scenario 0362 (France 2022),France,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0363,Synthetic electricity-carbon scenario 0363 (Spain 2023),Spain,2023,1.05,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0364,Synthetic electricity-carbon scenario 0364 (Italy 2024),Italy,2024,11.26,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0365,Synthetic electricity-carbon scenario 0365 (Poland 2025),Poland,2025,6.98,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0366,Synthetic electricity-carbon scenario 0366 (EU 2026),EU,2026,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0367,Synthetic electricity-carbon scenario 0367 (Netherlands 2027),Netherlands,2027,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0368,Synthetic electricity-carbon scenario 0368 (Belgium 2028),Belgium,2028,3.42,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0369,Synthetic electricity-carbon scenario 0369 (Austria 2029),Austria,2029,1.54,green_certificate,low,2603.25874v1.pdf
SC-SYN-0370,Synthetic electricity-carbon scenario 0370 (Germany 2020),Germany,2020,3.34,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0371,Synthetic electricity-carbon scenario 0371 (France 2021),France,2021,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0372,Synthetic electricity-carbon scenario 0372 (Spain 2022),Spain,2022,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0373,Synthetic electricity-carbon scenario 0373 (Italy 2023),Italy,2023,5.84,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0374,Synthetic electricity-carbon scenario 0374 (Poland 2024),Poland,2024,3.49,green_certificate,high,2603.25874v1.pdf
SC-SYN-0375,Synthetic electricity-carbon scenario 0375 (EU 2025),EU,2025,1.11,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0376,Synthetic electricity-carbon scenario 0376 (Netherlands 2026),Netherlands,2026,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0377,Synthetic electricity-carbon scenario 0377 (Belgium 2027),Belgium,2027,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0378,Synthetic electricity-carbon scenario 0378 (Austria 2028),Austria,2028,3.89,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0379,Synthetic electricity-carbon scenario 0379 (Germany 2029),Germany,2029,9.32,green_certificate,medium,2603.25874v1.pdf
SC-SYN-0380,Synthetic electricity-carbon scenario 0380 (France 2020),France,2020,11.29,settlement_deduction,high,2603.25874v1.pdf
SC-SYN-0381,Synthetic electricity-carbon scenario 0381 (Spain 2021),Spain,2021,0.0,hard_threshold,low,2603.25874v1.pdf
SC-SYN-0382,Synthetic electricity-carbon scenario 0382 (Italy 2022),Italy,2022,0.0,linear_ramp,medium,2603.25874v1.pdf
SC-SYN-0383,Synthetic electricity-carbon scenario 0383 (Poland 2023),Poland,2023,8.31,capacity_market_offset,high,2603.25874v1.pdf
SC-SYN-0384,Synthetic electricity-carbon scenario 0384 (EU 2024),EU,2024,2.99,green_certificate,low,2603.25874v1.pdf
SC-SYN-0385,Synthetic electricity-carbon scenario 0385 (Netherlands 2025),Netherlands,2025,0.98,settlement_deduction,medium,2603.25874v1.pdf
SC-SYN-0386,Synthetic electricity-carbon scenario 0386 (Belgium 2026),Belgium,2026,0.0,hard_threshold,high,2603.25874v1.pdf
SC-SYN-0387,Synthetic electricity-carbon scenario 0387 (Austria 2027),Austria,2027,0.0,linear_ramp,low,2603.25874v1.pdf
SC-SYN-0388,Synthetic electricity-carbon scenario 0388 (Germany 2028),Germany,2028,3.44,capacity_market_offset,medium,2603.25874v1.pdf
SC-SYN-0389,Synthetic electricity-carbon scenario 0389 (France 2029),France,2029,0.54,green_certificate,high,2603.25874v1.pdf
SC-SYN-0390,Synthetic electricity-carbon scenario 0390 (Spain 2020),Spain,2020,11.66,settlement_deduction,low,2603.25874v1.pdf
SC-SYN-0391,Synthetic electricity-carbon scenario 0391 (Italy 2021),Italy,2021,0.0,hard_threshold,medium,2603.25874v1.pdf
SC-SYN-0392,Synthetic electricity-carbon scenario 0392 (Poland 2022),Poland,2022,0.0,linear_ramp,high,2603.25874v1.pdf
SC-SYN-0393,Synthetic electricity-carbon scenario 0393 (EU 2023),EU,2023,2.0,capacity_market_offset,low,2603.25874v1.pdf
SC-SYN-0394,Synthetic electricity-carbon scenario 0394 (Netherlands 2024),Netherlands,2024,8.46,green_certificate,medium,2603.25874v1.pdf
